uaf_sector;uaf_ruts_total;uaf_ruts_match_sii_pj;uaf_match_rate_sii_pj;sii_acteco;sii_glosa;support_uaf_sector;coverage_sector;coverage_wilson_low;uaf_code_purity;lift_vs_uaf;sii_ruts_with_code;uaf_registered_any_with_code;registered_rate_any_uaf;registered_rate_target_sector;universe_sii_not_uaf_with_code;manual_sector_prior;manual_sector_similarity;manual_code_prior;empirical_role;confidence;false_positive_risk;empirical_score;rank_sector
Emisoras de tarjetas de crédito;13;13;1.0;661902;ADMINISTRACION DE TARJETAS DE CREDITO;2;0.153846;0.043257;0.181818;101.021;43;11;0.255814;0.046512;32;Cooperativas de Ahorro y Crédito;0.4921;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;BAJO;24.67;4
Emisoras de tarjetas de crédito;13;13;1.0;649209;OTRAS ACTIVIDADES DE CONCESION DE CREDITO N.C.P.;2;0.153846;0.043257;0.04;22.2246;279;50;0.179211;0.007168;229;Cooperativas de Ahorro y Crédito;0.4921;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;MEDIO;22.55;5
Emisoras de tarjetas de crédito;13;13;1.0;643000;FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES;4;0.307692;0.126805;0.004301;2.3897;104494;930;0.0089;3.8e-05;103564;Cooperativas de Ahorro y Crédito;0.4921;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;15.95;6
Emisores de Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;12;12;1.0;661902;ADMINISTRACION DE TARJETAS DE CREDITO;4;0.333333;0.138118;0.363636;218.8788;43;11;0.255814;0.093023;32;Emisoras u Operadoras de Tarjetas de Crédito, Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;0.8316;SI;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;BAJO;51.67;1
Emisores de Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;12;12;1.0;649900;OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES N.C.P.;4;0.333333;0.138118;0.017241;10.3779;1979;232;0.117231;0.002021;1747;Emisoras u Operadoras de Tarjetas de Crédito, Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;0.8316;SI;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;MEDIO;46.47;2
Emisores de Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;12;12;1.0;661909;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;9;0.75;0.46769;0.034483;20.7557;3592;261;0.072661;0.002506;3331;Emisoras u Operadoras de Tarjetas de Crédito, Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;0.8316;NO;GATILLANTE_EMPIRICO_ALTO;ALTA;MEDIO;41.56;3
Emisores de Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;12;12;1.0;641990;OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.;3;0.25;0.08894;0.015464;9.308;1146;194;0.169284;0.002618;952;Emisoras u Operadoras de Tarjetas de Crédito, Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;0.8316;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;MEDIO;23.69;4
Emisores de Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;12;12;1.0;829900;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.;4;0.333333;0.138118;0.007843;4.7209;91110;510;0.005598;4.4e-05;90600;Emisoras u Operadoras de Tarjetas de Crédito, Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;0.8316;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;20.88;5
Empresas de arrendamiento financiero (Leasing);64;62;0.96875;649100;LEASING FINANCIERO;48;0.774194;0.655941;0.470588;54.8235;463;102;0.220302;0.103672;361;Empresas de Arrendamiento Financiero (Leasing);1.0;SI;GATILLANTE_EMPIRICO_ALTO;ALTA;BAJO;76.58;1
Empresas de arrendamiento financiero (Leasing);64;62;0.96875;649202;ACTIVIDADES DE CREDITO PRENDARIO;5;0.080645;0.034938;0.357143;41.6071;57;14;0.245614;0.087719;43;Empresas de Arrendamiento Financiero (Leasing);1.0;NO;ACTIVIDAD_INCIDENTAL;BAJA;BAJO;26.93;3
Empresas de arrendamiento financiero (Leasing);64;62;0.96875;771000;ALQUILER DE VEHICULOS AUTOMOTORES SIN CHOFER;15;0.241935;0.152458;0.055351;6.4483;24863;271;0.0109;0.000603;24592;Empresas de Arrendamiento Financiero (Leasing);1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;24.44;4
Empresas de arrendamiento financiero (Leasing);64;62;0.96875;773009;ALQUILER DE OTROS TIPOS DE MAQUINARIAS Y EQUIPOS SIN OPERARIO N.C.P.;8;0.129032;0.066858;0.093023;10.8372;27937;86;0.003078;0.000286;27851;Empresas de Arrendamiento Financiero (Leasing);1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;24.4;5
Empresas de factoraje (Factoring);195;194;0.994872;649900;OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES N.C.P.;155;0.798969;0.737017;0.668103;24.8748;1979;232;0.117231;0.078322;1747;Empresas de Factoraje (Factoring);1.0;SI;GATILLANTE_EMPIRICO_ALTO;ALTA;MEDIO;83.19;1
Empresas de factoraje (Factoring);195;194;0.994872;649201;FINANCIERAS;10;0.051546;0.028236;0.227273;8.4618;560;44;0.078571;0.017857;516;Empresas de Factoraje (Factoring);1.0;SI;ACTIVIDAD_INCIDENTAL;BAJA;MEDIO;43.42;2
Empresas de factoraje (Factoring);195;194;0.994872;661909;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;51;0.262887;0.205978;0.195402;7.2752;3592;261;0.072661;0.014198;3331;Empresas de Factoraje (Factoring);1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;MEDIO;29.83;3
Empresas de factoraje (Factoring);195;194;0.994872;649100;LEASING FINANCIERO;30;0.154639;0.110519;0.294118;10.9506;463;102;0.220302;0.064795;361;Empresas de Factoraje (Factoring);1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;BAJO;29.39;4
Empresas de factoraje (Factoring);195;194;0.994872;649209;OTRAS ACTIVIDADES DE CONCESION DE CREDITO N.C.P.;14;0.072165;0.04347;0.28;10.4249;279;50;0.179211;0.050179;229;Empresas de Factoraje (Factoring);1.0;NO;ACTIVIDAD_INCIDENTAL;BAJA;MEDIO;26.16;5
Empresas de factoraje (Factoring);195;194;0.994872;661903;EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO;41;0.21134;0.15978;0.158301;5.8939;29964;259;0.008644;0.001368;29705;Empresas de Factoraje (Factoring);1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;25.67;6
Empresas de factoraje (Factoring);195;194;0.994872;643000;FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES;66;0.340206;0.277217;0.070968;2.6423;104494;930;0.0089;0.000632;103564;Empresas de Factoraje (Factoring);1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;24.32;7
Empresas de factoraje (Factoring);195;194;0.994872;829110;ACTIVIDADES DE AGENCIAS DE COBRO;8;0.041237;0.021041;0.235294;8.7605;1860;34;0.01828;0.004301;1826;Empresas de Factoraje (Factoring);1.0;NO;ACTIVIDAD_INCIDENTAL;BAJA;ALTO;23.48;8
Empresas de securitización;9;9;1.0;661201;ACTIVIDADES DE SECURITIZADORAS;4;0.444444;0.188775;1.0;802.5556;9;4;0.444444;0.444444;5;Empresas de Securitización;1.0;SI;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;BAJO;63.49;1
Empresas de securitización;9;9;1.0;661909;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;5;0.555556;0.266647;0.019157;15.3746;3592;261;0.072661;0.001392;3331;Empresas de Securitización;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;MEDIO;32.29;2
Empresas de transferencia de dinero;183;156;0.852459;641990;OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.;101;0.647436;0.56974;0.520619;24.1053;1146;194;0.169284;0.088133;952;Empresas de Transferencia de Dinero;1.0;NO;GATILLANTE_EMPIRICO_ALTO;ALTA;MEDIO;53.45;1
Empresas de transferencia de dinero;183;156;0.852459;649900;OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES N.C.P.;18;0.115385;0.074244;0.077586;3.5923;1979;232;0.117231;0.009096;1747;Empresas de Transferencia de Dinero;1.0;SI;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;MEDIO;37.22;2
Empresas de transferencia de dinero;183;156;0.852459;661204;ACTIVIDADES DE CASAS DE CAMBIO Y OPERADORES DE DIVISA;15;0.096154;0.059138;0.066372;3.0731;754;226;0.299735;0.019894;528;Empresas de Transferencia de Dinero;1.0;SI;ACTIVIDAD_INCIDENTAL;BAJA;BAJO;35.37;3
Empresas de transferencia de dinero;183;156;0.852459;531000;ACTIVIDADES POSTALES;5;0.032051;0.013766;0.625;28.9383;1378;8;0.005806;0.003628;1370;Empresas de Transferencia de Dinero;1.0;NO;ACTIVIDAD_INCIDENTAL;BAJA;ALTO;29.99;6
Empresas de transferencia de dinero;183;156;0.852459;661909;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;41;0.262821;0.200045;0.157088;7.2734;3592;261;0.072661;0.011414;3331;Empresas de Transferencia de Dinero;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;MEDIO;28.98;7
Empresas de transferencia de dinero;183;156;0.852459;532000;ACTIVIDADES DE MENSAJERIA;9;0.057692;0.030645;0.5;23.1506;5167;18;0.003484;0.001742;5149;Empresas de Transferencia de Dinero;1.0;NO;ACTIVIDAD_INCIDENTAL;BAJA;ALTO;28.88;8
Empresas de transporte de valores;5;5;1.0;801002;SERVICIO DE TRANSPORTE DE VALORES EN VEHICULOS BLINDADOS;5;1.0;0.565509;1.0;1444.6;90;5;0.055556;0.055556;85;Empresas de Transporte de Valores;1.0;SI;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;MEDIO;80.45;1
Empresas de transporte de valores;5;5;1.0;801001;SERVICIOS DE SEGURIDAD PRIVADA PRESTADOS POR EMPRESAS;4;0.8;0.375528;0.235294;339.9059;11733;17;0.001449;0.000341;11716;Empresas de Transporte de Valores;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;40.43;2
Empresas de transporte de valores;5;5;1.0;492300;TRANSPORTE DE CARGA POR CARRETERA;4;0.8;0.375528;0.037037;53.5037;115447;108;0.000935;3.5e-05;115339;Empresas de Transporte de Valores;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;37.45;3
Empresas de transporte de valores;5;5;1.0;829900;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.;3;0.6;0.23072;0.005882;8.4976;91110;510;0.005598;3.3e-05;90600;Empresas de Transporte de Valores;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;29.25;5
Empresas dedicadas a la gestión inmobiliaria;2244;2156;0.960784;681012;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES;1926;0.893321;0.879583;0.779126;2.6102;95390;2472;0.025915;0.020191;92918;Empresas Dedicadas a la Gestión Inmobiliaria;1.0;SI;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;81.98;1
Empresas dedicadas a la gestión inmobiliaria;2244;2156;0.960784;681011;ALQUILER DE BIENES INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS;653;0.302876;0.283844;0.742045;2.486;38784;880;0.02269;0.016837;37904;Empresas Dedicadas a la Gestión Inmobiliaria;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;34.32;2
Empresas dedicadas a la gestión inmobiliaria;2244;2156;0.960784;410010;CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL;358;0.166048;0.150937;0.877451;2.9396;34097;408;0.011966;0.010499;33689;Empresas Dedicadas a la Gestión Inmobiliaria;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;31.39;3
Empresas dedicadas a la gestión inmobiliaria;2244;2156;0.960784;682000;ACTIVIDADES INMOBILIARIAS REALIZADAS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA;176;0.081633;0.070805;0.207792;0.6961;25909;847;0.032691;0.006793;25062;Empresas Dedicadas a la Gestión Inmobiliaria;1.0;SI;ACTIVIDAD_INCIDENTAL;BAJA;MEDIO;30.71;4
Empresas dedicadas a la gestión inmobiliaria;2244;2156;0.960784;643000;FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES;570;0.264378;0.246194;0.612903;2.0533;104494;930;0.0089;0.005455;103564;Empresas Dedicadas a la Gestión Inmobiliaria;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;29.58;5
Fintec: Otros fiscalizados por la Comisión para el Mercado Financiero (CMF);5;5;1.0;620900;OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS;2;0.4;0.117618;0.047619;68.7905;21160;42;0.001985;9.5e-05;21118;Fintec: Otros fiscalizados por CMF;0.5677;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;26.01;1
Fintec: Otros fiscalizados por la Comisión para el Mercado Financiero (CMF);5;5;1.0;663091;ADMINISTRADORAS DE FONDOS DE INVERSION;2;0.4;0.117618;0.009569;13.8239;2028;209;0.103057;0.000986;1819;Fintec: Otros fiscalizados por CMF;0.5677;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;MEDIO;25.44;2
Fintec: Otros fiscalizados por la Comisión para el Mercado Financiero (CMF);5;5;1.0;661903;EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO;2;0.4;0.117618;0.007722;11.1552;29964;259;0.008644;6.7e-05;29705;Fintec: Otros fiscalizados por CMF;0.5677;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;25.41;3
Fintec: Otros fiscalizados por la Comisión para el Mercado Financiero (CMF);5;5;1.0;661909;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;2;0.4;0.117618;0.007663;11.0697;3592;261;0.072661;0.000557;3331;Fintec: Otros fiscalizados por CMF;0.5677;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;MEDIO;25.41;4
Fintec: Prestadores del servicio de Custodia de Instrumentos Financieros;1;1;1.0;661909;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;1;1.0;0.206543;0.003831;27.6743;3592;261;0.072661;0.000278;3331;Fintec: Custodia de Instrumentos Financieros;0.7091;SI;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;MEDIO;49.35;1
Fintec: Prestadores del servicio de Custodia de Instrumentos Financieros;1;1;1.0;641990;OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.;1;1.0;0.206543;0.005155;37.232;1146;194;0.169284;0.000873;952;Fintec: Custodia de Instrumentos Financieros;0.7091;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;MEDIO;29.37;2
Fintec: Prestadores del servicio de Custodia de Instrumentos Financieros;1;1;1.0;643000;FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES;1;1.0;0.206543;0.001075;7.7667;104494;930;0.0089;1e-05;103564;Fintec: Custodia de Instrumentos Financieros;0.7091;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;27.42;3
Fintec: Prestadores del servicio de Intermediación de Instrumentos Financieros;4;4;1.0;620900;OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS;2;0.5;0.150036;0.047619;85.9881;21160;42;0.001985;9.5e-05;21118;Fintec: Intermediación de Instrumentos Financieros;0.7243;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;27.47;1
Fintec: Prestadores del servicio de Intermediación de Instrumentos Financieros;4;4;1.0;641990;OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.;2;0.5;0.150036;0.010309;18.616;1146;194;0.169284;0.001745;952;Fintec: Intermediación de Instrumentos Financieros;0.7243;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;MEDIO;26.91;2
Fintec: Prestadores del servicio de Intermediación de Instrumentos Financieros;4;4;1.0;661100;ADMINISTRACION DE MERCADOS FINANCIEROS;1;0.25;0.045586;0.045455;82.0795;362;22;0.060773;0.002762;340;Fintec: Intermediación de Instrumentos Financieros;0.7243;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;MEDIO;22.73;3
Fintec: Prestadores del servicio de Intermediación de Instrumentos Financieros;4;4;1.0;620200;ACTIVIDADES DE CONSULTORIA DE INFORMATICA Y DE GESTION DE INSTALACIONES INFORMATICAS;1;0.25;0.045586;0.015625;28.2148;36765;64;0.001741;2.7e-05;36701;Fintec: Intermediación de Instrumentos Financieros;0.7243;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;22.29;4
Fintec: Prestadores del servicio de Intermediación de Instrumentos Financieros;4;4;1.0;661204;ACTIVIDADES DE CASAS DE CAMBIO Y OPERADORES DE DIVISA;1;0.25;0.045586;0.004425;7.99;754;226;0.299735;0.001326;528;Fintec: Intermediación de Instrumentos Financieros;0.7243;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;BAJO;20.43;5
Fintec: Prestadores del servicio de Intermediación de Instrumentos Financieros;4;4;1.0;661903;EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO;1;0.25;0.045586;0.003861;6.972;29964;259;0.008644;3.3e-05;29705;Fintec: Intermediación de Instrumentos Financieros;0.7243;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;19.42;6
Fintec: Prestadores del servicio de Sistemas Alternativos de Transacción;2;2;1.0;661909;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;1;0.5;0.094529;0.003831;13.8372;3592;261;0.072661;0.000278;3331;Fintec: Sistemas Alternativos de Transacción;0.7091;SI;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;MEDIO;44.31;1
Fintec: Prestadores del servicio de Sistemas Alternativos de Transacción;2;2;1.0;649900;OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES N.C.P.;2;1.0;0.342372;0.008621;31.1336;1979;232;0.117231;0.001011;1747;Fintec: Sistemas Alternativos de Transacción;0.7091;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;MEDIO;35.54;2
Fintec: Prestadores del servicio de Sistemas Alternativos de Transacción;2;2;1.0;620900;OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS;1;0.5;0.094529;0.02381;85.9881;21160;42;0.001985;4.7e-05;21118;Fintec: Sistemas Alternativos de Transacción;0.7091;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;24.61;3
Fintec: Prestadores del servicio de Sistemas Alternativos de Transacción;2;2;1.0;620200;ACTIVIDADES DE CONSULTORIA DE INFORMATICA Y DE GESTION DE INSTALACIONES INFORMATICAS;1;0.5;0.094529;0.015625;56.4297;36765;64;0.001741;2.7e-05;36701;Fintec: Sistemas Alternativos de Transacción;0.7091;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;24.49;4
Fintec: Prestadores del servicio de Sistemas Alternativos de Transacción;2;2;1.0;643000;FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES;1;0.5;0.094529;0.001075;3.8833;104494;930;0.0089;1e-05;103564;Fintec: Sistemas Alternativos de Transacción;0.7091;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;17.5;5
Hipódromos;6;6;1.0;931101;HIPODROMOS;6;1.0;0.609657;1.0;1203.8333;12;6;0.5;0.5;6;Hipódromos;1.0;SI;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;BAJO;82.43;1
Hipódromos;6;6;1.0;920090;OTRAS ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS N.C.P.;2;0.333333;0.096769;0.666667;802.5556;660;3;0.004545;0.00303;657;Hipódromos;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;34.35;2
Hipódromos;6;6;1.0;561000;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;2;0.333333;0.096769;0.038462;46.3013;79552;52;0.000654;2.5e-05;79500;Hipódromos;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;24.93;5
Hipódromos;6;6;1.0;681011;ALQUILER DE BIENES INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS;3;0.5;0.187613;0.003409;4.104;38784;880;0.02269;7.7e-05;37904;Hipódromos;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;22.09;6
Institución Financiera;54;54;1.0;649900;OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES N.C.P.;23;0.425926;0.303316;0.099138;13.2606;1979;232;0.117231;0.011622;1747;Instituciones Financieras;0.6085;SI;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;MEDIO;55.14;1
Institución Financiera;54;54;1.0;649201;FINANCIERAS;15;0.277778;0.176167;0.340909;45.5997;560;44;0.078571;0.026786;516;Instituciones Financieras;0.6085;SI;GATILLANTE_NORMATIVO_CON_RESPALDO;MEDIA;MEDIO;53.04;2
Institución Financiera;54;54;1.0;649209;OTRAS ACTIVIDADES DE CONCESION DE CREDITO N.C.P.;13;0.240741;0.146442;0.26;34.7774;279;50;0.179211;0.046595;229;Instituciones Financieras;0.6085;SI;GATILLANTE_NORMATIVO_CON_RESPALDO;MEDIA;MEDIO;50.49;3
Institución Financiera;54;54;1.0;649202;ACTIVIDADES DE CREDITO PRENDARIO;3;0.055556;0.019073;0.214286;28.6627;57;14;0.245614;0.052632;43;Instituciones Financieras;0.6085;SI;ACTIVIDAD_INCIDENTAL;BAJA;BAJO;44.07;4
Institución Financiera;54;54;1.0;641990;OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.;6;0.111111;0.05193;0.030928;4.1369;1146;194;0.169284;0.005236;952;Instituciones Financieras;0.6085;SI;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;MEDIO;36.45;5
Institución Financiera;54;54;1.0;649100;LEASING FINANCIERO;13;0.240741;0.146442;0.127451;17.0477;463;102;0.220302;0.028078;361;Instituciones Financieras;0.6085;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;BAJO;28.5;6
Institución Financiera;54;54;1.0;661909;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;16;0.296296;0.191373;0.061303;8.1998;3592;261;0.072661;0.004454;3331;Instituciones Financieras;0.6085;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;MEDIO;28.04;7
Institución Financiera;54;54;1.0;661903;EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO;14;0.259259;0.161185;0.054054;7.2302;29964;259;0.008644;0.000467;29705;Instituciones Financieras;0.6085;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;25.64;8
Operadoras de tarjetas de crédito;15;15;1.0;661909;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;8;0.533333;0.301166;0.030651;14.7596;3592;261;0.072661;0.002227;3331;Cooperativas de Ahorro y Crédito;0.54;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;MEDIO;34.01;2
Operadoras de tarjetas de crédito;15;15;1.0;661902;ADMINISTRACION DE TARJETAS DE CREDITO;4;0.266667;0.108973;0.363636;175.103;43;11;0.255814;0.093023;32;Cooperativas de Ahorro y Crédito;0.54;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;BAJO;30.36;3
Operadoras de tarjetas de crédito;15;15;1.0;619090;OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.;2;0.133333;0.03736;0.095238;45.8603;12117;21;0.001733;0.000165;12096;Cooperativas de Ahorro y Crédito;0.54;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;23.11;4
Operadoras de tarjetas de crédito;15;15;1.0;620200;ACTIVIDADES DE CONSULTORIA DE INFORMATICA Y DE GESTION DE INSTALACIONES INFORMATICAS;2;0.133333;0.03736;0.03125;15.0479;36765;64;0.001741;5.4e-05;36701;Cooperativas de Ahorro y Crédito;0.54;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;22.15;5
Operadoras de tarjetas de crédito;15;15;1.0;829900;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.;5;0.333333;0.151761;0.009804;4.7209;91110;510;0.005598;5.5e-05;90600;Cooperativas de Ahorro y Crédito;0.54;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;21.52;6
Operadores de Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;3;3;1.0;649900;OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES N.C.P.;2;0.666667;0.207655;0.008621;20.7557;1979;232;0.117231;0.001011;1747;Emisoras u Operadoras de Tarjetas de Crédito, Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;0.8322;SI;GATILLANTE_NORMATIVO_CON_RESPALDO;MEDIA;MEDIO;49.47;1
