uaf_sector;uaf_ruts_total;uaf_ruts_match_sii_pj;uaf_match_rate_sii_pj;sii_acteco;sii_glosa;support_uaf_sector;coverage_sector;coverage_wilson_low;uaf_code_purity;lift_vs_uaf;sii_ruts_with_code;uaf_registered_any_with_code;registered_rate_any_uaf;registered_rate_target_sector;universe_sii_not_uaf_with_code;manual_sector_prior;manual_sector_similarity;manual_code_prior;empirical_role;confidence;false_positive_risk;empirical_score;rank_sector
Operadores de Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;3;3;1.0;661909;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;2;0.666667;0.207655;0.007663;18.4496;3592;261;0.072661;0.000557;3331;Emisoras u Operadoras de Tarjetas de Crédito, Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;0.8322;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;MEDIO;29.46;2
Operadores de Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;3;3;1.0;631100;PROCESAMIENTO DE DATOS, HOSPEDAJE Y ACTIVIDADES CONEXAS;1;0.333333;0.06149;0.045455;109.4394;8505;22;0.002587;0.000118;8483;Emisoras u Operadoras de Tarjetas de Crédito, Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;0.8322;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;23.45;3
Operadores de Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;3;3;1.0;465100;VENTA AL POR MAYOR DE COMPUTADORES, EQUIPO PERIFERICO Y PROGRAMAS INFORMATICOS;1;0.333333;0.06149;0.03125;75.2396;3601;32;0.008886;0.000278;3569;Emisoras u Operadoras de Tarjetas de Crédito, Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;0.8322;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;23.24;4
Operadores de Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;3;3;1.0;829110;ACTIVIDADES DE AGENCIAS DE COBRO;1;0.333333;0.06149;0.029412;70.8137;1860;34;0.01828;0.000538;1826;Emisoras u Operadoras de Tarjetas de Crédito, Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;0.8322;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;23.21;5
Operadores de Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;3;3;1.0;474100;VENTA AL POR MENOR DE COMPUTADORES, EQUIPO PERIFERICO, PROGRAMAS INFORMATICOS Y EQUIPO DE TELECOM.;1;0.333333;0.06149;0.017241;41.5115;19435;58;0.002984;5.1e-05;19377;Emisoras u Operadoras de Tarjetas de Crédito, Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;0.8322;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;23.03;6
Operadores de Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;3;3;1.0;479100;VENTA AL POR MENOR POR CORREO, POR INTERNET Y VIA TELEFONICA;1;0.333333;0.06149;0.005917;14.2465;78444;169;0.002154;1.3e-05;78275;Emisoras u Operadoras de Tarjetas de Crédito, Tarjetas de Pago con provisión de fondos, o cualquier otro sistema similar a los referidos medios de pago;0.8322;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;22.86;7
Operadores de mercados de futuro y de opciones;1;1;1.0;661909;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;1;1.0;0.206543;0.003831;27.6743;3592;261;0.072661;0.000278;3331;Operadores de Mercados de Futuro y de Opciones;1.0;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;MEDIO;29.35;1
Operadores de mercados de futuro y de opciones;1;1;1.0;451001;VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES;1;1.0;0.206543;0.002326;16.7977;2144;430;0.20056;0.000466;1714;Operadores de Mercados de Futuro y de Opciones;1.0;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;BAJO;29.33;2
Operadores de mercados de futuro y de opciones;1;1;1.0;451002;VENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE COMPRAVENTA);1;1.0;0.206543;0.001311;9.4666;12130;763;0.062902;8.2e-05;11367;Operadores de Mercados de Futuro y de Opciones;1.0;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;MEDIO;28.9;3
Organizaciones Deportivas Profesionales;30;30;1.0;931209;ACTIVIDADES DE OTROS CLUBES DEPORTIVOS N.C.P.;24;0.8;0.62694;0.96;231.136;5513;25;0.004535;0.004353;5488;Organizaciones Deportivas Profesionales regidas por Ley 20.019;0.6332;SI;GATILLANTE_EMPIRICO_ALTO;ALTA;ALTO;82.61;1
Organizaciones Deportivas Profesionales;30;30;1.0;931201;ACTIVIDADES DE CLUBES DE FUTBOL AMATEUR Y PROFESIONAL;20;0.666667;0.487797;1.0;240.7667;743;20;0.026918;0.026918;723;Organizaciones Deportivas Profesionales regidas por Ley 20.019;0.6332;SI;GATILLANTE_EMPIRICO_ALTO;ALTA;ALTO;76.95;2
Organizaciones Deportivas Profesionales;30;30;1.0;931901;PROMOCION Y ORGANIZACION DE COMPETENCIAS DEPORTIVAS;8;0.266667;0.141825;0.8;192.6133;4580;10;0.002183;0.001747;4570;Organizaciones Deportivas Profesionales regidas por Ley 20.019;0.6332;SI;GATILLANTE_NORMATIVO_CON_RESPALDO;MEDIA;ALTO;58.38;3
Organizaciones Deportivas Profesionales;30;30;1.0;931909;OTRAS ACTIVIDADES DEPORTIVAS N.C.P.;7;0.233333;0.117922;0.7;168.5367;8786;10;0.001138;0.000797;8776;Organizaciones Deportivas Profesionales regidas por Ley 20.019;0.6332;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;35.81;4
Organizaciones Deportivas Profesionales;30;30;1.0;731001;SERVICIOS DE PUBLICIDAD PRESTADOS POR EMPRESAS;12;0.4;0.245904;0.153846;37.041;41620;78;0.001874;0.000288;41542;Organizaciones Deportivas Profesionales regidas por Ley 20.019;0.6332;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;33.37;6
Organizaciones Deportivas Profesionales;30;30;1.0;931109;GESTION DE OTRAS INSTALACIONES DEPORTIVAS N.C.P.;4;0.133333;0.053096;0.5;120.3833;3160;8;0.002532;0.001266;3152;Organizaciones Deportivas Profesionales regidas por Ley 20.019;0.6332;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;29.89;7
Organizaciones Deportivas Profesionales;30;30;1.0;478100;VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN PUESTOS DE VENTA Y MERCADOS (INCLUYE FERIAS);3;0.1;0.034599;0.5;120.3833;8959;6;0.00067;0.000335;8953;Organizaciones Deportivas Profesionales regidas por Ley 20.019;0.6332;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;29.06;8
Otras entidades facultadas para recibir moneda extranjera;19;19;1.0;641990;OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.;10;0.526316;0.317075;0.051546;19.5958;1146;194;0.169284;0.008726;952;Otras Entidades Facultadas para Recibir Moneda Extranjera;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;MEDIO;35.04;1
Otras entidades facultadas para recibir moneda extranjera;19;19;1.0;620200;ACTIVIDADES DE CONSULTORIA DE INFORMATICA Y DE GESTION DE INSTALACIONES INFORMATICAS;7;0.368421;0.191493;0.109375;41.5798;36765;64;0.001741;0.00019;36701;Otras Entidades Facultadas para Recibir Moneda Extranjera;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;30.26;2
Otras entidades facultadas para recibir moneda extranjera;19;19;1.0;643000;FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES;10;0.526316;0.317075;0.010753;4.0877;104494;930;0.0089;9.6e-05;103564;Otras Entidades Facultadas para Recibir Moneda Extranjera;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;28.0;3
Otras entidades facultadas para recibir moneda extranjera;19;19;1.0;661903;EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO;6;0.315789;0.153642;0.023166;8.8067;29964;259;0.008644;0.0002;29705;Otras Entidades Facultadas para Recibir Moneda Extranjera;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;26.3;5
Otras entidades facultadas para recibir moneda extranjera;19;19;1.0;620100;ACTIVIDADES DE PROGRAMACION INFORMATICA;2;0.105263;0.029358;0.285714;108.6165;7838;7;0.000893;0.000255;7831;Otras Entidades Facultadas para Recibir Moneda Extranjera;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;25.61;6
Otras entidades facultadas para recibir moneda extranjera;19;19;1.0;620900;OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS;4;0.210526;0.085075;0.095238;36.2055;21160;42;0.001985;0.000189;21118;Otras Entidades Facultadas para Recibir Moneda Extranjera;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;25.26;7
Personas que se Dediquen a la Compraventa de Equinos de Raza Pura;1;1;1.0;014200;CRIA DE CABALLOS Y OTROS EQUINOS;1;1.0;0.206543;1.0;7223.0;961;1;0.001041;0.001041;960;Personas que se Dediquen a la Compraventa de Equinos de Raza Pura;1.0;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;44.29;1
Personas que se Dediquen a la Compraventa de Equinos de Raza Pura;1;1;1.0;012502;CULTIVO DE OTROS FRUTOS Y NUECES DE ARBOLES Y ARBUSTOS;1;1.0;0.206543;0.25;1805.75;1943;4;0.002059;0.000515;1939;Personas que se Dediquen a la Compraventa de Equinos de Raza Pura;1.0;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;33.04;2
Personas que se Dediquen a la Compraventa de Equinos de Raza Pura;1;1;1.0;829900;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.;1;1.0;0.206543;0.001961;14.1627;91110;510;0.005598;1.1e-05;90600;Personas que se Dediquen a la Compraventa de Equinos de Raza Pura;1.0;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;29.32;3
Representaciones de Bancos Extranjeros;21;13;0.619048;661909;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;7;0.538462;0.291434;0.02682;14.9016;3592;261;0.072661;0.001949;3331;Representaciones de Bancos Extranjeros;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;MEDIO;33.52;1
Representaciones de Bancos Extranjeros;21;13;0.619048;641990;OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.;1;0.076923;0.01371;0.005155;2.864;1146;194;0.169284;0.000873;952;Representaciones de Bancos Extranjeros;1.0;SI;ACTIVIDAD_INCIDENTAL;BAJA;MEDIO;31.97;2
Representaciones de Bancos Extranjeros;21;13;0.619048;641910;ACTIVIDADES BANCARIAS;2;0.153846;0.043257;0.095238;52.9158;59;21;0.355932;0.033898;38;Representaciones de Bancos Extranjeros;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;BAJO;23.38;3
Sociedades administradoras de zonas francas;2;2;1.0;521009;OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.;2;1.0;0.342372;0.013245;47.8344;4893;151;0.03086;0.000409;4742;Sociedades Administradoras de Zonas Francas;1.0;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;MEDIO;35.61;1
Sociedades administradoras de zonas francas;2;2;1.0;681011;ALQUILER DE BIENES INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS;2;1.0;0.342372;0.002273;8.208;38784;880;0.02269;5.2e-05;37904;Sociedades Administradoras de Zonas Francas;1.0;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;33.96;2
Sociedades administradoras de zonas francas;2;2;1.0;681012;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES;2;1.0;0.342372;0.000809;2.9219;95390;2472;0.025915;2.1e-05;92918;Sociedades Administradoras de Zonas Francas;1.0;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;26.82;3
Sociedades administradoras de zonas francas;2;2;1.0;783000;OTRAS ACTIVIDADES DE DOTACION DE RECURSOS HUMANOS;1;0.5;0.094529;0.083333;300.9583;11634;12;0.001031;8.6e-05;11622;Sociedades Administradoras de Zonas Francas;1.0;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;25.5;4
Sociedades administradoras de zonas francas;2;2;1.0;522120;EXPLOTACION DE ESTACIONAMIENTOS DE VEHICULOS AUTOMOTORES Y PARQUIMETROS;1;0.5;0.094529;0.02439;88.0854;3866;41;0.010605;0.000259;3825;Sociedades Administradoras de Zonas Francas;1.0;NO;EVIDENCIA_LIMITADA_POR_MUESTRA;BAJA_MUESTRA;ALTO;24.62;5
Usuarios de zonas francas;2840;2324;0.81831;469000;VENTA AL POR MAYOR NO ESPECIALIZADA;1281;0.551205;0.530915;0.962434;2.9912;36831;1331;0.036138;0.03478;35500;Usuarios de Zonas Francas;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;MEDIO;49.87;1
Usuarios de zonas francas;2840;2324;0.81831;464100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;469;0.201807;0.185988;0.993644;3.0882;16599;472;0.028435;0.028255;16127;Usuarios de Zonas Francas;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;35.02;2
Usuarios de zonas francas;2840;2324;0.81831;464902;VENTA AL POR MAYOR DE ARTICULOS ELECTRICOS Y ELECTRONICOS PARA EL HOGAR;363;0.156196;0.142005;0.98374;3.0575;10327;369;0.035732;0.035151;9958;Usuarios de Zonas Francas;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;MEDIO;32.83;3
Usuarios de zonas francas;2840;2324;0.81831;464909;VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS N.C.P.;348;0.149742;0.135813;0.983051;3.0553;9864;354;0.035888;0.03528;9510;Usuarios de Zonas Francas;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;MEDIO;32.53;4
Usuarios de zonas francas;2840;2324;0.81831;453000;VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;458;0.197074;0.181407;0.665698;2.069;38910;688;0.017682;0.011771;38222;Usuarios de Zonas Francas;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;27.5;5
Vehículos: Automotoras;20;20;1.0;451001;VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES;17;0.85;0.639577;0.039535;14.278;2144;430;0.20056;0.007929;1714;Vehículos: Automotoras;1.0;SI;GATILLANTE_EMPIRICO_ALTO;ALTA;BAJO;69.37;1
Vehículos: Automotoras;20;20;1.0;451002;VENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE COMPRAVENTA);14;0.7;0.481023;0.018349;6.6266;12130;763;0.062902;0.001154;11367;Vehículos: Automotoras;1.0;SI;GATILLANTE_EMPIRICO_ALTO;ALTA;MEDIO;58.87;2
Vehículos: Automotoras;20;20;1.0;453000;VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;16;0.8;0.583978;0.023256;8.3988;38910;688;0.017682;0.000411;38222;Vehículos: Automotoras;1.0;NO;GATILLANTE_EMPIRICO_ALTO;ALTA;ALTO;45.32;3
Vehículos: Automotoras;20;20;1.0;452002;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;13;0.65;0.432851;0.043624;15.7549;34376;298;0.008669;0.000378;34078;Vehículos: Automotoras;1.0;NO;GATILLANTE_EMPIRICO_ALTO;ALTA;ALTO;40.13;4
Vehículos: Automotoras;20;20;1.0;771000;ALQUILER DE VEHICULOS AUTOMOTORES SIN CHOFER;8;0.4;0.218804;0.02952;10.6613;24863;271;0.0109;0.000322;24592;Vehículos: Automotoras;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;30.29;5
Vehículos: Comercializadoras de Vehículos Nuevos o Usados;538;525;0.975836;451002;VENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE COMPRAVENTA);474;0.902857;0.874521;0.621232;8.547;12130;763;0.062902;0.039077;11367;Vehículos: Comercializadoras de Vehículos Nuevos o Usados;1.0;SI;GATILLANTE_EMPIRICO_ALTO;ALTA;MEDIO;87.49;1
Vehículos: Comercializadoras de Vehículos Nuevos o Usados;538;525;0.975836;452002;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;199;0.379048;0.338567;0.667785;9.1875;34376;298;0.008669;0.005789;34078;Vehículos: Comercializadoras de Vehículos Nuevos o Usados;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;44.61;2
Vehículos: Comercializadoras de Vehículos Nuevos o Usados;538;525;0.975836;451001;VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES;80;0.152381;0.124171;0.186047;2.5596;2144;430;0.20056;0.037313;1714;Vehículos: Comercializadoras de Vehículos Nuevos o Usados;1.0;SI;GATILLANTE_NORMATIVO_CON_RESPALDO;MEDIA;BAJO;38.97;3
Vehículos: Comercializadoras de Vehículos Nuevos o Usados;538;525;0.975836;479903;VENTA AL POR MENOR POR COMISIONISTAS (NO DEPENDIENTES DE COMERCIOS);59;0.112381;0.088131;0.842857;11.5961;3152;70;0.022208;0.018718;3082;Vehículos: Comercializadoras de Vehículos Nuevos o Usados;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;36.61;4
Vehículos: Comercializadoras de Vehículos Nuevos o Usados;538;525;0.975836;771000;ALQUILER DE VEHICULOS AUTOMOTORES SIN CHOFER;144;0.274286;0.237864;0.531365;7.3106;24863;271;0.0109;0.005792;24592;Vehículos: Comercializadoras de Vehículos Nuevos o Usados;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;36.34;5
Vehículos: Comercializadoras de Vehículos Nuevos o Usados;538;525;0.975836;452001;SERVICIO DE LAVADO DE VEHICULOS AUTOMOTORES;50;0.095238;0.072987;0.806452;11.0952;9810;62;0.00632;0.005097;9748;Vehículos: Comercializadoras de Vehículos Nuevos o Usados;1.0;NO;ACTIVIDAD_INCIDENTAL;BAJA;ALTO;35.38;6
Vehículos: Comercializadoras de Vehículos Nuevos o Usados;538;525;0.975836;453000;VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;198;0.377143;0.336717;0.287791;3.9595;38910;688;0.017682;0.005089;38222;Vehículos: Comercializadoras de Vehículos Nuevos o Usados;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;32.82;10
Vehículos: Empresas de Arriendo de Vehículos;48;48;1.0;771000;ALQUILER DE VEHICULOS AUTOMOTORES SIN CHOFER;43;0.895833;0.778323;0.158672;23.8768;24863;271;0.0109;0.001729;24592;Vehículos: Empresas de Arriendo de Vehículos;1.0;SI;GATILLANTE_EMPIRICO_ALTO;ALTA;ALTO;77.4;1
Vehículos: Empresas de Arriendo de Vehículos;48;48;1.0;492290;OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.;8;0.166667;0.086954;0.347826;52.3406;18327;23;0.001255;0.000437;18304;Vehículos: Empresas de Arriendo de Vehículos;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;29.13;2
Vehículos: Empresas de Arriendo de Vehículos;48;48;1.0;451002;VENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE COMPRAVENTA);22;0.458333;0.32575;0.028834;4.3388;12130;763;0.062902;0.001814;11367;Vehículos: Empresas de Arriendo de Vehículos;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;MEDIO;29.06;3
Vehículos: Empresas de Arriendo de Vehículos;48;48;1.0;452002;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;16;0.333333;0.216766;0.053691;8.0794;34376;298;0.008669;0.000465;34078;Vehículos: Empresas de Arriendo de Vehículos;1.0;NO;GATILLANTE_EMPIRICO_MEDIO;MEDIA_ALTA;ALTO;28.96;4
Vehículos: Empresas de Arriendo de Vehículos;48;48;1.0;522190;ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE TERRESTRE N.C.P.;8;0.166667;0.086954;0.098765;14.8621;22862;81;0.003543;0.00035;22781;Vehículos: Empresas de Arriendo de Vehículos;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;25.39;6
Vehículos: Empresas de Arriendo de Vehículos;48;48;1.0;773009;ALQUILER DE OTROS TIPOS DE MAQUINARIAS Y EQUIPOS SIN OPERARIO N.C.P.;8;0.166667;0.086954;0.093023;13.9981;27937;86;0.003078;0.000286;27851;Vehículos: Empresas de Arriendo de Vehículos;1.0;NO;ACTIVIDAD_COMPLEMENTARIA;MEDIA_BAJA;ALTO;25.31;7
